name,country,city,zipcode,mv
Hewlett Packard Enterprise,,"Shanghai, VA",,
IPG Photonics,,"Oxford, MA",1540.0,
"University of Minnesota, Department of Orthopedic Surgery",,Greater Minneapolis-St. Paul Area,,
Cantor Fitzgerald,,"Tonawanda, NY",14150.0,
FedEx Ground,,"Friday Harbor, WA",98250.0,
FedEx Ground,,"Durham, CA",95938.0,
Ingenworks,,"Phoenix, AZ",85003.0,
"LanceSoft, Inc.",,"Greensboro, NC",27395.0,
Charter Wire,,"Milwaukee, WI",53202.0,
Amtrak,,"Washington, DC",20001.0,
Careers @ Graham Packaging,,"Evansville, IN",47708.0,
SecureKloud Technologies,,United States,,
deugro,,"The Woodlands, TX",,
NMG Aerospace,,"Stow, OH",44224.0,
Deloitte,,"Charlotte, NC",28202.0,
Marks Home Care Agency,,"Rochester, New York Metropolitan Area",,
,,"Ontario, CA",91758.0,
Family Support Services,,"Largo, FL",33770.0,
"Denken Solutions, Inc.",,"Jefferson, WI",53549.0,
VIVA Railings LLC,,"Lewisville, TX",75057.0,
"Tura, Inc.",,New York City Metropolitan Area,,
Spino Inc,,"Arlington, TX",76001.0,
"Advanced Labelworx, Inc.",,"Oak Ridge, TN",37830.0,
Indotronix Avani Group,,"Parsippany, NJ",7054.0,
Dimiour,,"Liberty, NC",27298.0,
"Engenuity Group, Inc.",,"West Palm Beach, FL",33401.0,
Pinnacle Group,,"New York, NY",10001.0,
AMN Healthcare Physician Solutions,,"Augusta, ME",4330.0,
Modern Woodmen of America,,"Akron, OH",44301.0,
e-Zest Solutions,,"Texas, United States",,
Eliassen Group,,Raleigh-Durham-Chapel Hill Area,,
TechStar Group,,"Santa Clara, CA",95050.0,
Roc360,,New York City Metropolitan Area,,
David French Music ,,"Westborough, MA",1581.0,
National Rural Water Association (NRWA),,"Duncan, OK",73533.0,
Claire's,,"Deer Park, NY",11729.0,
Ohio Department of Rehabilitation and Correction (ODRC),,"Lucasville, OH",45648.0,
Robert Half,,"Buckhead, GA",30625.0,
Provision People,,"Chicago Heights, IL",60411.0,
JCB North America,,"Pooler, GA",31322.0,
Chamberlain University,,"Sacramento, CA",95811.0,
Price Chopper Supermarkets-Market 32,,"Troy, NY",12180.0,
EAB,,"Washington, DC",20001.0,
MRE Consulting,,"Pascagoula, MS",39567.0,
City of Grand Rapids,,"Grand Rapids, MI",49503.0,
Modis,,Atlanta Metropolitan Area,,
VDart,,"Houston, TX",77002.0,
Petco,,"Simpsonville, SC",29680.0,
Robert Half,,"Golden, CO",80401.0,
Horizon Health Services,,"Buffalo, NY",14201.0,
IT Resource Hunter,,"Dallas, TX",75201.0,
FedEx Ground,,"Brooklyn, NY",11201.0,
FedEx Ground,,"Wheeling, IL",60090.0,
EverBright,,"Juno Beach, FL",34217.0,
Petco,,"St Francis, WI",53235.0,
Citizens,,"Boston, MA",2108.0,
#twiceasnice Recruiting,,"Hartford, CT",6101.0,
"IDR, Inc.",,"Nashville, TN",37201.0,
Citizens,,"Richmond, VA",23219.0,
Citizens,,"Westborough, MA",1581.0,
Guardian Group,,United States,,
CareersInFood.com,,"South Carolina, United States",,
"Donato Technologies, Inc.",,"Boston, MA",2108.0,
Cypress HCM,,"New York, NY",10001.0,
"The Goodkind Group, LLC",,"Washington, DC",20001.0,
Visit Shreveport-Bossier,,"Shreveport, LA",71101.0,
JEM Resources,,"Rockville, MD",20850.0,
"SmartWorks, LLC",,"Florham Park, NJ",7932.0,
LHH,,Kansas City Metropolitan Area,,
Rockwoods Inc,,United States,,
Angi,,Greater Bloomington Area,,
Columbia University Irving Medical Center,,"New York, NY",10001.0,
BravoTECH,,Memphis Metropolitan Area,,
Spotless Brands,,"Oak Brook, IL",60523.0,
"Bell & Associates, Inc.",,Nashville Metropolitan Area,,
CarneyCo,,"Greensboro, NC",27395.0,
Tekion Corp,,United States,,
Claire's,,"Asheville, NC",28801.0,
Thermo Fisher Scientific,,"Richmond, VA",23219.0,
Ohio Department of Rehabilitation and Correction (ODRC),,"Orient, OH",43146.0,
HHS Careers,,"Claremore, OK",74017.0,
Root Canal Specialty Associates,,"West Bloomfield, MI",48322.0,
"Javen Technologies, Inc.",,United States,,
Magnit,,United States,,
Price Chopper Supermarkets-Market 32,,"Bristol, CT",6010.0,
Acrisure,,"Tampa, FL",33602.0,
Epsilon,,"New York, NY",10001.0,
EAB,,United States,,
Provision People,,"Dayton, OH",45400.0,
Planet Pharma,,"Haltom City, TX",76117.0,
Elevate Digital,,"Arlington, VA",22201.0,
Integration International Inc.,,"Huntington, IN",46750.0,
Infojini Inc,,"Illinois, United States",,
Mamsys World,,"Plano, TX",75023.0,
FedEx Ground,,"Exton, PA",19341.0,
FedEx Ground,,"San Jose, CA",95101.0,
FedEx Ground,,"Escanaba, MI",49829.0,
RSM US LLP,,"Orlando, FL",32801.0,
RSM US LLP,,"Springfield, IL",62701.0,
Relate Search,,Greater Houston,,
Deloitte,,"Boston, MA",2108.0,
Deloitte,,"Baltimore, MD",21201.0,
Phelps Dunbar LLP,,"Baton Rouge, LA",70801.0,
"Zodiac Solutions, Inc",,"Irving, TX",75038.0,
Blackmon Mooring & BMS CAT,,"Haltom City, TX",76117.0,
PA Staffing Solutions,,"Springfield, MO",65802.0,
Roth Staffing,,"Tampa, FL",33602.0,
Compunnel Inc.,,"Tampa, FL",33602.0,
Robert Half,,"East Brunswick, NJ",8816.0,
Dallas Museum of Art,,"Dallas, TX",75201.0,
"Spire Consulting Group, LLC",,"Austin, TX",78701.0,
Tiello,,"Portland, Oregon Metropolitan Area",,
Don Bosco Technical Institute,,"Rosemead, CA",91770.0,
AxaBlock,,United States,,
DCI Engineers,,New York City Metropolitan Area,,
Haraka Headhunters,,"Brooklyn, NY",11201.0,
Quantum World Technologies Inc.,,Washington DC-Baltimore Area,,
Buchanan Legal Professional Services,,"New York, NY",10001.0,
Lodgify,,"West Virginia, United States",,
Medix™,,"Boca Raton, FL",33428.0,
CCS Global Tech,,"Schenectady, NY",12302.0,
"Yoh, A Day & Zimmermann Company",,"Rochester, NY",14604.0,
MCC Label,,"Lafayette Hill, PA",19444.0,
Indotronix Avani Group,,"Pittsburgh, PA",15201.0,
Parin Technologies,,"Jackson, MS",39201.0,
Molina Healthcare,,"Lincoln, NE",68502.0,
icreatives,,"Trenton, NJ",8608.0,
"Greenberg Traurig, LLP",,"Minneapolis, MN",55401.0,
"TotalMed, Inc.",,"San Diego, CA",92101.0,
The Nugget Group Your Partner in Progress,,"New York, United States",,
Stopp & VanHoy CPAs and Business Advisors,,"Missouri, United States",,
Leviticus Fund,,"Tarrytown, NY",10591.0,
Business Needs Inc.,,"Jersey City, NJ",7302.0,
Claire's,,"Hershey, PA",17033.0,
Flexcon,,"Elkton, KY",42220.0,
KRG Technologies Inc.,,United States,,
Tenable,,"Tallahassee, FL",32301.0,
Insight Global,,"New York, NY",10001.0,
Costa Farms,,"Macon, GA",31201.0,
Warby Parker,,"Los Angeles, CA",90001.0,
EIT Professionals Corp,,"Jersey City, NJ",7302.0,
Creekview Orthodontics,,"Allen, TX",75002.0,
Conn's HomePlus,,"Las Vegas, NV",89101.0,
EAB,,"Richmond, VA",23219.0,
Gridavate,,United States,,
UF Health,,"Jacksonville, FL",32099.0,
Protective Life,,"Covington, KY",41011.0,
Publix Pharmacy,,"Fairburn, GA",30213.0,
SAGE IT ,,"Austin, TX",78701.0,
SCP Health,,"Denver, CO",80202.0,
Elsevier,,"Texas, United States",,
FedEx Ground,,"Fairview, PA",16415.0,
FedEx Ground,,"Kingsport, TN",37660.0,
FedEx Ground,,"Pompano Beach, FL",33060.0,
FedEx Ground,,"Duncansville, PA",16635.0,
"CDO Technologies, Inc.",,"Andrews AFB, MD",20762.0,
Provision People,,"Pleasant Prairie, WI",53158.0,
LHH,,"Vancouver, WA",98660.0,
Resolute Forest Products,,"Grenada, MS",38901.0,
ACS Professional Staffing,,"Pasco, WA",99301.0,
NextGen | GTA: A Kelly Telecom Company,,"Denver, CO",80202.0,
Deloitte,,"Atlanta, GA",30303.0,
Quest Financial,,Atlanta Metropolitan Area,,
Citizens,,"Beachwood, OH",44122.0,
Citizens,,"Charlotte, NC",28202.0,
Dahl Consulting,,Greater Minneapolis-St. Paul Area,,
"Request Technology, LLC",,"Dallas, TX",75201.0,
W3Global,,"Bangor Base, WA",99011.0,
TCI Technology Consulting Inc,,"Shelbyville, KY",40065.0,
Village Green,,"Metro Detroit, MI",48201.0,
VIVA USA Inc.,,"Roseville, MN",56284.0,
"GoldBridge, LLC",,"Washington County, PA",15301.0,
"HealthCare Partners, New York",,"Garden City, NY",11530.0,
Perry Ellis International,,"Calexico, CA",92231.0,
Defense In Depth Solutions,,"Elizabeth City, NC",27909.0,
FullDeck,,"Calabasas, CA",91302.0,
Vestaf LLC,,"Columbus, OH",43085.0,
Round Barn Labs,,"Austin, TX",78701.0,
Angi,,Greater Lansing,,
Illuminate USA,,"Ohio, United States",,
City of Vacaville,,"Vacaville, CA",95687.0,
DataSkate,,"East Peoria, IL",61611.0,
The Fountain Group,,"Durham, NC",27701.0,
Smith Arnold Partners,,"Hartford, CT",6101.0,
CloudTern Solutions,,"Atlanta, GA",30303.0,
Beacon Hill Staffing Group,,"Columbus, OH",43085.0,
Molina Healthcare,,"Eagle Pass, TX",78852.0,
Calance,,"Liberty, NC",27298.0,
CareersInFood.com,,"Carlstadt, NJ",7072.0,
Kushi Civil Structural consultancy Pvt Ltd ,,"New York, United States",,
Public Preparatory Network,,"Bronx, NY",10451.0,
TechStar Group,,"Dearborn, MI",48120.0,
Quorum Federal Credit Union,,United States,,
"American Unit, Inc",,"Tallahassee, FL",32301.0,
Adventure Cycling Association,,"Missoula, MT",59801.0,
Planet Pharma,,"Waltham, MA",2451.0,
AppleOne Employment Services,,"Ormond Beach, FL",32174.0,
Save the Children US,,"Lexington, KY",40502.0,
Materne North America - GoGo squeeZ,,"Washington, DC",20001.0,
Vetcor,,"Richardson, TX",75080.0,
Vetcor,,"Tallahassee, FL",32301.0,
"Ceres, Inc.",,United States,,
Hire Counsel,,Los Angeles Metropolitan Area,,
Provision People,,"Cambridge, MA",2138.0,
FedEx Ground,,"Ellenwood, GA",30294.0,
SolomonEdwards,,"Chicago, IL",60601.0,
CodeForce 360,,"Denver, CO",80202.0,
EY,,"New York, NY",10001.0,
Swift Technologies Inc,,"New York, NY",10001.0,
State Farm,,"Bloomington, IL",61701.0,
Citizens,,"Middletown, NY",10940.0,
Citizens,,"Voorhees, NJ",8043.0,
Citizens,,"Kingston, PA",18704.0,
W3Global,,"Chattanooga, TN",37402.0,
Provision People,,"Norwalk, CT",6850.0,
IT Resource Hunter,,"San Diego, CA",92101.0,
ACT,,United States,,
Masonite®,,"Charlotte, NC",28202.0,
Ampstek,,"Texas, United States",,
Domino's,,"Eagan, MN",,
Smith Arnold Partners,,"Stamford, CT",6901.0,
Harrison National Employment,,United States,,
"Coca-Cola Bottling Company UNITED, Inc.",,"Lake Charles, LA",70601.0,
KPG99 INC,,"Mechanicsburg, PA",17050.0,
AOG Living,,"New Orleans, LA",70112.0,
Versace,,"Beverly Hills, CA",90210.0,
Molina Healthcare,,United States,,
TEK Inspirations LLC,,"San Jose, CA",95101.0,
Headwaters Group,,United States,,
Zenotis Group,,"Fountain Valley, CA",92708.0,
Stone Hendricks Group,,"Arlington, TX",76001.0,
State Medical Board of Ohio,,"Columbus, OH",43085.0,
Ohio Department of Mental Health & Addiction Services,,"Fairfield County, OH",45014.0,
The Hire Method LLC,,"Frisco, TX",75033.0,
AVIS TECH LLC,,"Atlanta, GA",30303.0,
Langan Engineering & Environmental Services,,"Princeton, NJ",8540.0,
Mitchell Martin Inc.,,"Jersey City, NJ",7302.0,
"ShiftCode Analytics, Inc.",,"Houston, TX",77002.0,
Kaizen Technologies,,"Dallas, TX",75201.0,
Hess Corporation,,"Tioga, ND",58852.0,
Corps Team,,"Downers Grove, IL",60515.0,
Dominion Energy,,"Richmond, VA",23219.0,
"Miracle Software Systems, Inc",,"Atlanta, GA",30303.0,
Diverse Lynx,,"Plano, TX",75023.0,
"ADB Companies, LLC",,"Pacific, MO",63069.0,
Step Out Buffalo,,"Hamburg, NY",14075.0,
Petco,,"Tarpon Springs, FL",34688.0,
Pride Health,,"Newport News, VA",23601.0,
#twiceasnice Recruiting,,"Allentown, PA",18101.0,
FedEx Ground,,"Wichita Falls, TX",76301.0,
The Lubrizol Corporation,,"Deer Park, TX",77536.0,
White Cap,,"Norcross, GA",30071.0,
HexaQuEST Global,,"New York, NY",10001.0,
Storm4,,"Massachusetts, United States",,
KEMET Electronics Corporation,,"Fort Lauderdale, FL",33301.0,
Aegis Worldwide,,"Utica, MI",48315.0,
Citizens,,"Uncasville, CT",6382.0,
Citizens,,"Woburn, MA",1801.0,
Citizens,,"Norwell, MA",2061.0,
Citizens,,"Johnston, RI",2919.0,
Citizens,,"Glen Allen, VA",23059.0,
Citizens,,"Mayfield Heights, OH",44137.0,
Hudson Valley Credit Union,,"Poughkeepsie, NY",12601.0,
"LanceSoft, Inc.",,"Richmond, VA",23219.0,
24 Seven Talent,,"Atlanta, GA",30303.0,
Mastech Digital,,"Dallas, TX",75201.0,
The DreamTeam Builders,,"Atlanta, GA",30303.0,
Treasury Wine Estates,,"Calistoga, CA",94515.0,
Vaco,,"Amherst, NY",14051.0,
BuzzClan,,"Somerset, NJ",8873.0,
"Software Professionals, Inc.",,"Overland Park, KS",66204.0,
Zentalis Pharmaceuticals,,San Francisco Bay Area,,
InfoMarines Inc,,"Mechanicsburg, PA",17050.0,
Russell Tobin,,"Indianapolis, IN",46201.0,
"TSR Consulting Services, Inc.",,"San Antonio, TX",78201.0,
LHH,,Greater St. Louis,,
Mudrasys ,,"Washington, DC",20001.0,
Computech Corporation,,"San Fernando, CA",91340.0,
Smart IT Frame LLC,,"New York, NY",10001.0,
AOI,,"Houston, TX",77002.0,
TPG,,"New York, NY",10001.0,
MCC Label,,"Fountain Inn, SC",29644.0,
PEOPLE FORCE CONSULTING INC,,United States,,
Interon IT Solutions,,"San Antonio, TX",78201.0,
Molina Healthcare,,"Cayce, SC",29033.0,
Molina Healthcare,,"Albuquerque, NM",87101.0,
Pride Health,,"Greensboro, NC",27395.0,
SpectrumCareers,,"Arlington, VA",22201.0,
Ryze Agency,,"Fort Lauderdale, FL",33301.0,
SGS,,"Fairfield, NJ",7004.0,
Integration International Inc.,,"Los Angeles, CA",90001.0,
FedEx Ground,,"Uvalde, TX",78801.0,
FedEx Ground,,"Elmsford, NY",10523.0,
FedEx Ground,,"Kernersville, NC",27284.0,
Scientific Search,,"Twinsburg, OH",44087.0,
Prosum,,"Medford, OR",97501.0,
Sonetics,,"Lake Oswego, OR",97034.0,
Roskam Foods,,"Grand Rapids, MI",49503.0,
Citizens,,"North Easton, MA",2356.0,
Conlan Tire Co.,,"Cleveland, OH",44102.0,
TEKsystems,,"Roanoke, VA",24011.0,
W3Global,,"Jersey City, NJ",7302.0,
TEKsystems,,"Fairfax, VA",22030.0,
Zobility,,"Newark, CA",94560.0,
"PDS Tech Commercial, Inc.",,"Everett, WA",98201.0,
The Judge Group,,"Dallas County, TX",75201.0,
"Sabre Industries, Inc.",,"Alvarado, TX",76009.0,
Intellectt Inc,,"Columbus, OH",43085.0,
Angi,,"Ohio, United States",,
Emids,,"California, United States",,
Lodgify,,"Mississippi, United States",,
,,"Tacoma, WA",98402.0,
FrostyWhale,,San Francisco Bay Area,,
NOVEC,,"Manassas, VA",20109.0,
Molina Healthcare,,"Springfield, IL",62701.0,
Molina Healthcare,,"Janesville, WI",53545.0,
Molina Healthcare,,"Superior, WI",54880.0,
Archer Executive Search,,"Frisco, TX",75033.0,
Softtek,,"Chicago, IL",60601.0,
RGBSI,,"Raymond, OH",43067.0,
The Fountain Group,,"North Chicago, IL",60064.0,
Agile Tech Labs,,"Lansing, MI",48906.0,
"Connect Search, LLC",,"Chicago, IL",60601.0,
Lorven Technologies Inc.,,"Elkhart, IN",46514.0,
Lodgify,,"Tennessee, United States",,
Adecco,,San Francisco Bay Area,,
Piper Companies,,"Los Angeles, CA",90001.0,
ADP,,"Elk Grove Village, IL",60007.0,
Beacon Hill Staffing Group,,"Dedham, MA",2026.0,
Raw Selection,,"Indianapolis, IN",46201.0,
,,"Malvern, PA",19355.0,
Citizens,,"Dedham, MA",2026.0,
Citizens,,"Sterling Heights, MI",48310.0,
Qlik,,"San Francisco, CA",94101.0,
SunSoft Online,,"Phoenix, AZ",85003.0,
Kraft Heinz,,"Granite City, IL",62040.0,
W. R. Grace,,"Columbia, MD",21044.0,
H.W. Kaufman Group,,"Farmington Hills, MI",48331.0,
Cignitix Global,,"Plano, TX",75023.0,
RFG Coverage,,United States,,
Angi,,United States,,
INNIO Group,,"Houston, TX",77002.0,
Sumeru Inc,,"Lansing, MI",48906.0,
Avacend Inc,,"Plano, TX",75023.0,
Iowa Credit Union League,,"West Des Moines, IA",50265.0,
ACCESS - Arab Community Center for Economic and Social Services,,"Dearborn, MI",48120.0,
"Hanker Systems, Inc.",,"Santa Clara, CA",95050.0,
Skagit Regional Health,,"Mount Vernon, WA",98273.0,
MCC Label,,"Batavia, OH",45103.0,
#twiceasnice Recruiting,,"Dallas, TX",75201.0,
Farm Bureau Financial Services,,"Atwood, KS",67730.0,
AMN Healthcare,,"District of Columbia, United States",,
Parzy Consulting,,United States,,
The Accounting Lab ,,United States,,
Sparkle Dryclean,,"California, United States",,
Molina Healthcare,,"Milwaukee, WI",53202.0,
Vestaf LLC,,United States,,
"Roland Foods, LLC",,"Dayton, NJ",8810.0,
V-Solve,,United States,,
Chris-Tel Construction,,"Fort Myers, FL",33900.0,
Abacus Service Corporation,,"Los Angeles, CA",90001.0,
ShipIn Systems,,"Newton, MA",2458.0,
Realtek Consulting LLC,,"Pittsburgh, PA",15201.0,
Vaco,,"Columbia, SC",29201.0,
KPG99 INC,,New York City Metropolitan Area,,
Lamar Johnson Collaborative,,"Overland, MO",65652.0,
Trafodion,,"Spartanburg, SC",29301.0,
Janney Montgomery Scott LLC,,"Fort Lauderdale, FL",33301.0,
Lafayette Group,,Washington DC-Baltimore Area,,
Ajulia Executive Search,,"Vernon Hills, IL",60061.0,
"Method Recruiting, a 2x Inc. 5000 company",,United States,,
Ecoroll Corporation Tool Technology,,"Cincinnati, OH",45202.0,
Veritext Legal Solutions,,"Las Vegas, NV",89101.0,
EA Team Inc,,United States,,
The Adecco Group,,"Dallas, TX",75201.0,
Western New York Independent Living,,"Buffalo, NY",14201.0,
Insight Global,,"Lincoln, CA",95648.0,
Perry Ellis International,,"Allen, TX",75002.0,
Engtal,,"St Marys, GA",31558.0,
Alight Solutions,,"Jersey City, NJ",7302.0,
Angi,,"South Carolina, United States",,
Fred Smith Company,,"Raleigh, NC",27601.0,
Goldschmitt and Associates (G&A),,Washington DC-Baltimore Area,,
GM Financial,,"Arlington, TX",76001.0,
Akkodis,,"Billerica, MA",1821.0,
Addison Group,,"Southlake, TX",76092.0,
Phreesia,,United States,,
Albany International Corp.,,"Kaukauna, WI",54130.0,
Lodgify,,"Alabama, United States",,
Lorven Technologies Inc.,,"Austin, TX",78701.0,
"Communication Science, Inc.",,"Buffalo Grove, IL",60089.0,
Lodgify,,"Arkansas, United States",,
"IdeaHelix, Inc",,"Irvine, CA",92602.0,
Workstam,,"Jersey City, NJ",7302.0,
ATC,,"Harrisburg, PA",17101.0,
Lodgify,,"Georgia, United States",,
francesca’s®,,"St Petersburg, FL",33701.0,
Abacus Group,,"Frisco, TX",75033.0,
Lodgify,,"Indiana, United States",,
Ultimate Staffing,,"Minneapolis, MN",55401.0,
Lodgify,,"Illinois, United States",,
Steam Logistics,,"Plymouth, MI",48170.0,
"AppLab Systems, Inc",,"Santa Clara, CA",95050.0,
TalentBridge,,"Boston, Massachusetts, United States",,
Adams Group,,United States,,
Boyle | Shaughnessy Law,,"Rye Brook, NY",10580.0,
Apex Systems,,"Merrifield, VA",22081.0,
Molina Healthcare,,"Las Vegas, NV",89101.0,
Lucas James Talent Partners,,"Mentor, OH",44060.0,
Strategic Employment Partners (SEP),,Washington DC-Baltimore Area,,
Vaco,,"Tuscaloosa, AL",35401.0,
Composites One,,"Grimes, IA",50111.0,
"Tanisha Systems, Inc",,"Austin, TX",78701.0,
"Georgia IT, Inc.",,"Arlington, VA",22201.0,
Emerson Zane,,"Washington, DC",20001.0,
Injured Workers Law Firm,,"Richmond, VA",23219.0,
Infomatics Corp,,"Irving, TX",75038.0,
,,"Haslet, TX",76052.0,
Kavaliro,,"New York, NY",10001.0,
Union Tank Car Company - UTLX,,"Chicago, IL",60601.0,
Acadia Healthcare,,"Springfield, MO",65802.0,
Tech Observer,,United States,,
Russell Tobin,,"San Jose, CA",95101.0,
O'Donnell/Snider Construction,,"Houston, TX",77002.0,
Wall Street Consulting Services LLC,,"Casa Grande, AZ",85122.0,
Constellation Brands,,"Geyserville, CA",95441.0,
Beacon Hill Staffing Group,,"Fargo, ND",58102.0,
Warmer,,New York City Metropolitan Area,,
Spencer Ogden,,"North Carolina, United States",,
The Focus Group ,,"Biloxi, MS",39530.0,
BetasharpInc,,"Denver, CO",80202.0,
Talent Groups,,"Everett, WA",98201.0,
Astrix,,"Albuquerque, NM",87101.0,
Pivotal Solutions,,"New York, NY",10001.0,
Projectmates by Systemates Inc.,,"Richardson, TX",75080.0,
Cybernetic Search,,"Iselin, NJ",8830.0,
"Agile Resources, Inc.",,"Amherst, MA",1002.0,
The Bluestone Group,,New York City Metropolitan Area,,
Element6Talent,,"Pewaukee, WI",53072.0,
TESA Talent,,Greater Sacramento,,
World 50 Group,,"Atlanta, GA",30303.0,
Amaroc Inc.,,Greater Phoenix Area,,
CareNu,,"Tampa, FL",33602.0,
Venteon,,"Monroe County, MI",48161.0,
Current Power,,"Houston, TX",77002.0,
Appzlogic ,,"Irvine, CA",92602.0,
Planet Pharma,,"Deerfield, IL",60015.0,
Insight Global,,"Campbell, CA",95008.0,
Miller Resource Group,,"Hauppauge, NY",11788.0,
Schweitzer Engineering Laboratories (SEL),,"Pullman, WA",99163.0,
Vaco,,"University Park, Florida, United States",,
TruNorth Federal Credit Union,,"Ishpeming, MI",49849.0,
Delta Dallas,,Dallas-Fort Worth Metroplex,,
Women's Business Council - Southwest,,"Irving, TX",75038.0,
BGSF,,"Chicago, IL",60601.0,
Proclinical Staffing,,"New York, NY",10001.0,
Group 8A,,"New York, United States",,
Medtronic,,"St Paul, MN",55071.0,
Winston-Salem/Forsyth County Schools,,Greensboro--Winston-Salem--High Point Area,,
Montclair State University,,"Montclair, NJ",7042.0,
Addison Group,,Greater Houston,,
LineVision,,United States,,
Givebutter,,United States,,
SSi People,,"Inver Grove Heights, MN",55076.0,
The Jacobson Group,,"New York, NY",10001.0,
Silex Technology ,,"Santa Ana, CA",92701.0,
"STAFF ICONS, LLC",,"Meridian, MS",39301.0,
Eliassen Group,,"Cambridge, MA",2138.0,
Oasis at 30th,,"Indianapolis, IN",46201.0,
TekNavigators Staffing,,"Los Angeles, CA",90001.0,
CommuniCare Health Services,,"Charleston, WV",25301.0,
Swipe Say Easy,,"Raleigh, NC",27601.0,
"Sunrise Systems, Inc.",,"Sacramento, CA",95811.0,
Caring First Home Health LLC,,"Lawrenceburg, IN",47025.0,
Medix™,,"Silver Spring, MD",20901.0,
Nityo Infotech,,"Plano, TX",75023.0,
"Momentum Search Partners, Legal Search and Staffing",,Dallas-Fort Worth Metroplex,,
Hoop Brothers,,"Peachtree City, GA",30269.0,
Dewey Smart,,United States,,
OneMain Financial,,"Grand Junction, CO",81501.0,
Uni-Form Components Co.,,Greater Houston,,
Solano County,,"Solano County, CA",91351.0,
"Denken Solutions, Inc.",,"Round Rock, TX",78664.0,
Watercress Financial,,"West Des Moines, IA",50265.0,
"Pinnpack Capital Holdings, LLC",,"Oxnard, CA",93030.0,
Cloud Resources LLC,,"New York, NY",10001.0,
Numero Data,,"Herndon, VA",20170.0,
IPolarity,,"Pleasanton, CA",94566.0,
"Simple Innovations Group, LLC",,United States,,
Ateeca Inc,,"Lansing, MI",48906.0,
Aequor,,"Irvine, CA",92602.0,
Soni,,Nashville Metropolitan Area,,
"STAFF ICONS, LLC",,"Las Vegas, NV",89101.0,
Headway Tek Inc,,San Francisco Bay Area,,
"STAFF ICONS, LLC",,"Memphis, TN",38103.0,
Spino Inc,,"Fort Worth, TX",76102.0,
Planet Technology,,"New York, NY",10001.0,
NXP Semiconductors,,"Austin, TX",78701.0,
Integration International Inc.,,"Bedford, MA",1730.0,
Miracom Hive,,"Detroit, MI",48201.0,
Malibu Events Promotions,,"Raleigh, NC",27601.0,
Venturi,,San Francisco Bay Area,,
EdgeGlobal LLC,,"Houston, TX",77002.0,
JERA Americas,,"Houston, TX",77002.0,
Crawford & Company,,"Muncie, IN",47302.0,
NES Fircroft,,"Martinez, CA",94553.0,
Mitchell Martin Inc.,,"Pennsylvania, United States",,
Themesoft Inc.,,"Dearborn, MI",48120.0,
Elevance Health,,"Virginia Beach, VA",23451.0,
San Francisco 49ers,,"Santa Clara, CA",95050.0,
Stone Hendricks Group,,"Suwanee, GA",30024.0,
Resource Logistics Inc.,,"Jersey City, NJ",7302.0,
Triple Shift Entertainment,,"Sun Prairie, WI",53590.0,
The Adecco Group,,"Wallingford, CT",6492.0,
Radiansys Inc.,,"Cambridge, MA",2138.0,
Randstad Life Sciences US,,"Clifton, NJ",7011.0,
BD,,Denver Metropolitan Area,,
"Immunome, Inc.",,"Bothell, WA",98011.0,
Northwestern Mutual,,"Boulder, CO",80301.0,
iBusinessSolution,,"Harrisburg, PA",17101.0,
SysMind,,United States,,
Valuetainment,,"Fort Lauderdale, FL",33301.0,
Computech Corporation,,"Liberty, NC",27298.0,
Scale Up Media Agency,,United States,,
Akkodis,,"Irvine, CA",92602.0,
Insight Global,,"The Woodlands, TX",,
SK Food Group Inc,,"Reno, NV",89501.0,
Adecco,,"Wilmington, DE",19801.0,
Insight Global,,"Boston, MA",2108.0,
Ultimate Staffing,,"Hudson, MA",1749.0,
Vaco,,"Buffalo, NY",14201.0,
NEW LEAF COUNSELING SERVICES LLC,,"Amherst, OH",44001.0,
Goodman Masson,,"New York, NY",10001.0,
Corps Team,,"Minneapolis, MN",55401.0,
HighCloud Solutions ,,"Roseville, MN",56284.0,
Solü Technology Partners,,"Phoenix, AZ",85003.0,
Piper Companies,,"New Orleans, LA",70112.0,
Piper Companies,,"Arlington, VA",22201.0,
Teksky LLC,,"Atlanta, GA",30303.0,
CrowneGuide,,"Chicago, IL",60601.0,
OneMain Financial,,"Crestwood, IL",60418.0,
Minnesota Department of Transportation,,"St Paul, MN",55071.0,
BD,,"San Diego County, CA",92101.0,
The Intersect Group,,Atlanta Metropolitan Area,,
Acro Service Corp,,"Lansing, MI",48906.0,
Schrill Technologies Inc.,,"Minneapolis, MN",55401.0,
Dexian,,"Chantilly, VA",20151.0,
Smart IT Frame LLC,,"Chicago, IL",60601.0,
Verbatim Pharma,,"New Jersey, United States",,
Thomas Thor,,United States,,
Cantor Fitzgerald,,"Denver, CO",80202.0,
ConsultStaff,,United States,,
Partnership Employment,,"Greenwich, CT",6830.0,
Pride Health,,"New York, NY",10001.0,
Santa Maria Community Services,,"Cincinnati, OH",45202.0,
Samuel Knight Energy,,"Buffalo, NY",14201.0,
Briggs & Stratton,,"Auburn, AL",36830.0,
Insight Global,,Honolulu Metropolitan Area,,
Accentuate Staffing,,"Wake Forest, NC",27587.0,
University of Maryland Global Campus,,"Adelphi, MD",,
Northeastern University,,"Boston, MA",2108.0,
"Sunrise Systems, Inc.",,"Oakland, CA",94601.0,
ComTec Information Systems (IT),,"Brookfield, WI",53005.0,
Norsk Hydro,,"Pennsylvania, United States",,
Salas O'Brien,,"Vista, CA",92081.0,
